loyalty_guest_id,week_ending_date,transaction_date,first_transaction_date,days_from_first_transaction,guest_transaction_count,one_and_done,transaction_hour,time_of_day,day_of_week,message_key,transaction_date_utc,order_discount_amount,menu_item_id,menu_item_name,menu_item_description,plu,product_category_description,department_description,menu_item_status_type_description,flavor_description,flavor_long_name,flavor_short_name,line_item_quantity,line_item_amount,line_item_amount_less_vat,line_item_discount_amount,line_item_description,order_total,order_amount_x,iso_currency_alpha_code,restaurant_id,restaurant_city_name,restaurant_state_name,restaurant_country_name,restaurant_postal_code,restaurant_non_traditional_type_description,rewards_redeemed_amount,restaurant_number,business_date,promotion_id,promotion_name,promotion_description,discount_type_description,coupon_offer_plu,whole_order_dis_fos,whole_order_dis_fosd,line_item_id,is_employee_meal,is_catering_flag,cat,rn,order_amount_y,order_amount_less_vat,order_discount_total,is_pc_3_inch,is_pc_6_inch,is_add_on,is_bottled_beverage,is_cash_card,is_catering,is_chips,is_cookies,is_direct_delivery,is_footlong,is_fountain,is_hot_beverage,is_mdp_add_ons,is_mdp_bottled_drinks,is_mdp_breadsticks_wings,is_mdp_calzone_slice,is_mdp_fountain_drinks,is_mdp_misc,is_mdp_pizza,is_muffin_melt,is_other_beverage,is_other_carrier,is_other_misc,is_pizza,is_returnable_items,is_salad,is_soups
rU4hX5bv,2025-04-13,2025-04-10 16:33:16.0000000,2025-04-10 16:33:16.0000000,0,1,1,16,Afternoon,3,394,2025-04-10 16:33:16.0000000,0,34,Muffin Melt Item 34,muffin melt description,100034,muffin melt,Food,Active,Doritos Nacho,Doritos Nacho,Doritos,1,7.42999982833862,6.88000011444092,0,Muffin Melt Item 34,31.4899997711182,29.1599998474121,USD,4,Boston,Massachusetts,USA,13905,Traditional,0,1004,2025-04-10,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,muffin melt,1,29.1599998474121,27,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
epwukO49,2025-01-19,2025-01-15 14:44:16.0000000,2024-12-10 11:40:03.0000000,36,3,0,14,Lunch,2,395,2025-01-15 14:44:16.0000000,0,105,Muffin Melt Item 105,muffin melt description,100105,muffin melt,Food,Active,Diet Coke,Diet Coke,DietCoke,1,4.80000019073486,4.44000005722046,0,Muffin Melt Item 105,46.2799987792969,42.8600006103516,USD,24,Louisville,Kentucky,USA,40021,Walmart,0,1024,2025-01-15,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,muffin melt,1,42.8600006103516,39.6800003051758,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
qypCWr9v,2024-12-22,2024-12-17 12:47:01.0000000,2024-12-17 12:47:01.0000000,0,2,0,12,Lunch,1,396,2024-12-17 12:47:01.0000000,0,48,Hot Beverage Item 48,hot beverage description,100048,hot beverage,Food,Active,Italian Bread,Italian Bread,Italian,1,7.86999988555908,7.28999996185303,0,Hot Beverage Item 48,45.9799995422363,42.5699996948242,USD,2,Jersey City,New Jersey,USA,39256,Mall,2.17000007629395,1002,2024-12-17,3,Free Cookie with Footlong,Free cookie with any footlong,Cookie Promo,10003,0,0,1,0,0,hot beverage,1,42.5699996948242,39.4199981689453,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FJglPMf1,2025-06-01,2025-06-01 15:40:30.0000000,2025-06-01 15:40:30.0000000,0,3,0,15,Afternoon,6,397,2025-06-01 15:40:30.0000000,0,29,Wrap Item 29,wrap description,100029,wrap,Food,Active,Lemonade,Lemonade,Lemonade,1,11.1700000762939,10.3400001525879,0,Wrap Item 29,24.7800006866455,22.9500007629395,USD,3,Harrisburg,Pennsylvania,USA,81482,Traditional,0,1003,2025-06-01,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,wrap,1,22.9500007629395,21.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NIb6zLKQ,2025-07-13,2025-07-13 13:40:27.0000000,2025-04-12 20:37:39.0000000,92,3,0,13,Lunch,6,398,2025-07-13 13:40:27.0000000,0,32,Salad Item 32,salad description,100032,salad,Food,Active,Italian Herbs & Cheese,Italian Herbs & Cheese,IHC,1,3.76999998092651,3.49000000953674,0,Salad Item 32,34.2000007629395,31.6700000762939,USD,4,Boston,Massachusetts,USA,13905,Traditional,0,1004,2025-07-13,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,salad,1,31.6700000762939,29.3299999237061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
b4UUQ0s8,2025-03-16,2025-03-10 12:23:49.0000000,2025-03-10 12:23:49.0000000,0,2,0,12,Lunch,0,399,2025-03-10 12:23:49.0000000,0,24,Mdp Breadsticks/Wings Item 24,mdp breadsticks/wings description,100024,mdp breadsticks/wings,Food,Active,Gluten-Free,Gluten-Free,GF,1,3.3199999332428,3.0699999332428,0,Mdp Breadsticks/Wings Item 24,27.9899997711182,25.9099998474121,USD,22,Memphis,Tennessee,USA,93886,Hospital,0,1022,2025-03-10,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,mdp breadsticks/wings,1,25.9099998474121,23.9799995422363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
djkWNdRf,2024-09-29,2024-09-23 20:43:43.0000000,2024-09-23 20:43:43.0000000,0,2,0,20,Dinner,0,400,2024-09-23 20:43:43.0000000,5.69999980926514,103,Mdp Add-Ons Item 103,mdp add-ons description,100103,mdp add-ons,Food,Active,Multigrain,Multigrain,Multi,1,5,4.63000011444092,1,Mdp Add-Ons Item 103,30.7800006866455,28.5,USD,5,New Haven,Connecticut,USA,88907,Traditional,0,1005,2024-09-23,4,Employee Meal,Employee meal discount,Percent Discount,10004,5.69999980926514,1,1,0,1,mdp add-ons,1,28.5,26.3899993896484,5.69999980926514,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
hic8ctFh,2025-04-20,2025-04-20 10:41:52.0000000,2024-09-29 11:07:25.0000000,203,4,0,10,Morning,6,401,2025-04-20 10:41:52.0000000,7.57999992370605,82,Add On Item 82,add on description,100082,add on,Food,Active,Diet Coke,Diet Coke,DietCoke,1,6.92999982833862,6.42000007629395,0,Add On Item 82,54.5900001525879,50.5499992370605,USD,19,Rochester,Minnesota,USA,44993,Hospital,1.25999999046326,1019,2025-04-20,2,15% off $20+,Fifteen percent off orders $20+,Percent Discount,10002,7.57999992370605,0,1,0,0,add on,1,50.5499992370605,46.810001373291,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
pPakfrXz,2024-11-17,2024-11-11 17:21:33.0000000,2024-11-11 17:21:33.0000000,0,3,0,17,Afternoon,0,402,2024-11-11 17:21:33.0000000,0,62,Pizza Item 62,pizza description,100062,pizza,Food,Active,Sprite,Sprite,Sprite,1,8.40999984741211,7.78999996185303,0,Pizza Item 62,29.6000003814697,27.4099998474121,USD,10,Houston,Texas,USA,22156,Gas Station,0,1010,2024-11-11,NULL,NULL,NULL,NULL,NULL,0,0,1,0,1,pizza,1,27.4099998474121,25.3799991607666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
W5CN0U5G,2025-03-30,2025-03-29 16:52:43.0000000,2025-03-29 16:52:43.0000000,0,1,1,16,Afternoon,5,403,2025-03-29 16:52:43.0000000,0,87,Fountain Item 87,fountain description,100087,fountain,Food,Active,Wheat Bread,9-Grain Wheat,Wheat,2,24.4599990844727,22.6499996185303,0,Fountain Item 87,55.6199989318848,51.4900016784668,USD,13,Boulder,Colorado,USA,20328,University,0,1013,2025-03-29,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,fountain,1,51.4900016784668,47.6800003051758,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YO9FPulT,2024-12-08,2024-12-04 19:19:47.0000000,2024-12-04 19:19:47.0000000,0,3,0,19,Dinner,2,404,2024-12-04 19:19:47.0000000,0,8,Chocolate Chip Cookie,Cookie,100008,cookies,Food,Active,Chocolate Chip,Chocolate Chip Cookie,ChocoChip,1,4.76000022888184,4.40999984741211,0,Chocolate Chip Cookie,26.9599990844727,24.9599990844727,USD,15,Atlanta,Georgia,USA,19116,Traditional,0,1015,2024-12-04,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,cookies,1,24.9599990844727,23.1100006103516,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
KErc7eR7,2025-07-27,2025-07-24 18:35:54.0000000,2024-12-01 11:39:58.0000000,235,5,0,18,Dinner,3,405,2025-07-24 18:35:54.0000000,0,71,Footlong Item 71,footlong description,100071,footlong,Food,Active,Chocolate Chip,Chocolate Chip Cookie,ChocoChip,1,5.30000019073486,4.90999984741211,0,Footlong Item 71,18.0799999237061,16.7399997711182,USD,15,Atlanta,Georgia,USA,19116,Traditional,0,1015,2025-07-24,2,15% off $20+,Fifteen percent off orders $20+,Percent Discount,10002,0,0,1,0,1,footlong,1,16.7399997711182,15.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
vpaaQf6h,2025-07-27,2025-07-25 13:35:03.0000000,2025-07-25 13:35:03.0000000,0,1,1,13,Lunch,4,406,2025-07-25 13:35:03.0000000,0.419999986886978,87,Fountain Item 87,fountain description,100087,fountain,Food,Active,Wheat Bread,9-Grain Wheat,Wheat,1,7.01000022888184,6.48999977111816,0,Fountain Item 87,21.3600006103516,19.7800006866455,USD,12,Tacoma,Washington,USA,70217,University,0,1012,2025-07-25,7,Catering 10% off,Catering discount,Percent Discount,10007,0.419999986886978,0,1,0,0,fountain,1,19.7800006866455,18.3099994659424,0.419999986886978,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1o6OTTPx,2025-03-02,2025-03-01 11:56:58.0000000,2025-03-01 11:56:58.0000000,0,1,1,11,Lunch,5,407,2025-03-01 11:56:58.0000000,0,120,Wrap Item 120,wrap description,100120,wrap,Food,Active,Diet Coke,Diet Coke,DietCoke,2,6.78000020980835,6.28000020980835,0,Wrap Item 120,33.0400009155273,30.5900001525879,USD,24,Louisville,Kentucky,USA,40021,Walmart,0,1024,2025-03-01,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,wrap,1,30.5900001525879,28.3299999237061,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5gGUNhsh,2025-04-20,2025-04-19 12:39:40.0000000,2024-10-24 14:05:12.0000000,177,3,0,12,Lunch,5,408,2025-04-19 12:39:40.0000000,3.09999990463257,60,Mdp Bottled Drinks Item 60,mdp bottled drinks description,100060,mdp bottled drinks,Food,Active,M&M Cookie,M&M Cookie,MMCookie,1,6.30000019073486,5.82999992370605,0,Mdp Bottled Drinks Item 60,22.3400001525879,20.6900005340576,USD,6,Alexandria,Virginia,USA,95181,Hospital,0,1006,2025-04-19,2,15% off $20+,Fifteen percent off orders $20+,Percent Discount,10002,3.09999990463257,0,1,0,0,mdp bottled drinks,1,20.6900005340576,19.1599998474121,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
jpHAKRYl,2025-03-30,2025-03-24 17:02:03.0000000,2025-03-24 17:02:03.0000000,0,1,1,17,Afternoon,0,409,2025-03-24 17:02:03.0000000,0,112,Mdp Pizza Item 112,mdp pizza description,100112,mdp pizza,Food,Active,Doritos Nacho,Doritos Nacho,Doritos,2,9.38000011444092,8.6899995803833,0,Mdp Pizza Item 112,49.9199981689453,46.2200012207031,USD,23,Fort Wayne,Indiana,USA,52504,Walmart,1.03999996185303,1023,2025-03-24,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,mdp pizza,1,46.2200012207031,42.7999992370605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
k9tgLb7t,2024-10-20,2024-10-15 14:21:27.0000000,2024-09-20 12:21:58.0000000,25,4,0,14,Lunch,1,410,2024-10-15 14:21:27.0000000,0,88,Pizza Item 88,pizza description,100088,pizza,Food,Active,Italian Bread,Italian Bread,Italian,1,12.8699998855591,11.9200000762939,0,Pizza Item 88,30.1399993896484,27.9099998474121,USD,6,Alexandria,Virginia,USA,95181,Hospital,0,1006,2024-10-15,3,Free Cookie with Footlong,Free cookie with any footlong,Cookie Promo,10003,0,0,1,0,0,pizza,1,27.9099998474121,25.8500003814697,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
znD0YmTv,2024-11-24,2024-11-24 14:11:52.0000000,2024-11-24 14:11:52.0000000,0,3,0,14,Lunch,6,411,2024-11-24 14:11:52.0000000,0,18,Cookies Item 18,cookies description,100018,cookies,Food,Active,Doritos Nacho,Doritos Nacho,Doritos,1,14.3299999237061,13.2700004577637,0,Cookies Item 18,29.7299995422363,27.5200004577637,USD,13,Boulder,Colorado,USA,20328,University,0,1013,2024-11-24,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,cookies,1,27.5200004577637,25.4799995422363,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PYvK2g5H,2025-03-16,2025-03-15 15:30:56.0000000,2024-10-01 12:10:57.0000000,165,6,0,15,Afternoon,5,412,2025-03-15 15:30:56.0000000,6.48000001907349,100,Mdp Breadsticks/Wings Item 100,mdp breadsticks/wings description,100100,mdp breadsticks/wings,Food,Active,Italian Herbs & Cheese,Italian Herbs & Cheese,IHC,2,24.6000003814697,22.7800006866455,0,Mdp Breadsticks/Wings Item 100,46.6500015258789,43.189998626709,USD,5,New Haven,Connecticut,USA,88907,Traditional,0,1005,2025-03-15,2,15% off $20+,Fifteen percent off orders $20+,Percent Discount,10002,6.48000001907349,0,1,0,0,mdp breadsticks/wings,1,43.189998626709,39.9900016784668,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
djkWNdRf,2025-06-08,2025-06-02 15:04:58.0000000,2024-09-23 20:43:43.0000000,252,2,0,15,Afternoon,0,413,2025-06-02 15:04:58.0000000,0,24,Mdp Breadsticks/Wings Item 24,mdp breadsticks/wings description,100024,mdp breadsticks/wings,Food,Active,Gluten-Free,Gluten-Free,GF,2,6.96000003814697,6.44000005722046,0,Mdp Breadsticks/Wings Item 24,42.6800003051758,39.5200004577637,USD,7,Baltimore,Maryland,USA,68878,University,0,1007,2025-06-02,NULL,NULL,NULL,NULL,NULL,0,0,1,0,1,mdp breadsticks/wings,1,39.5200004577637,36.5900001525879,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
LFXXmU5I,2025-05-11,2025-05-08 19:07:15.0000000,2025-01-15 16:14:27.0000000,113,2,0,19,Dinner,3,414,2025-05-08 19:07:15.0000000,0,3,"Veggie Delite 6""",Veggie sub,100003,6 inch,Food,Active,Italian Herbs & Cheese,Italian Herbs & Cheese,IHC,1,13.9300003051758,12.8999996185303,0,"Veggie Delite 6""",46.6699981689453,43.2200012207031,USD,20,Columbia,Missouri,USA,19358,University,0,1020,2025-05-08,5,Reward Redemption,Points redemption,Points Deduction,10005,0,0,1,0,0,6 inch,1,43.2200012207031,40.0200004577637,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
pDwjrm74,2025-08-17,2025-08-13 18:12:44.0000000,2024-09-29 13:46:24.0000000,318,2,0,18,Dinner,2,415,2025-08-13 18:12:44.0000000,0,31,Other Misc Item 31,other misc description,100031,other misc,Food,Active,Italian Bread,Italian Bread,Italian,1,8.75,8.10000038146973,0,Other Misc Item 31,27.5599994659424,25.5200004577637,USD,10,Houston,Texas,USA,22156,Gas Station,0,1010,2025-08-13,1,BOGO Footlong,Buy one get one Footlong,BOGO Footlong,10001,0,0,1,0,0,other misc,1,25.5200004577637,23.6299991607666,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2hsfWkrC,2024-12-15,2024-12-14 10:38:50.0000000,2024-12-14 10:38:50.0000000,0,3,0,10,Morning,5,416,2024-12-14 10:38:50.0000000,0,74,Mdp Pizza Item 74,mdp pizza description,100074,mdp pizza,Food,Active,Sprite,Sprite,Sprite,2,7.57999992370605,7.01999998092651,0,Mdp Pizza Item 74,43.6800003051758,40.439998626709,USD,4,Boston,Massachusetts,USA,13905,Traditional,0,1004,2024-12-14,5,Reward Redemption,Points redemption,Points Deduction,10005,0,0,1,0,0,mdp pizza,1,40.439998626709,37.4500007629395,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
cK3oVjbq,2025-06-08,2025-06-06 15:19:49.0000000,2025-06-04 17:52:26.0000000,2,2,0,15,Afternoon,4,417,2025-06-06 15:19:49.0000000,0,80,Other Carrier Item 80,other carrier description,100080,other carrier,Food,Active,SunChips Cheddar,SunChips Harvest Cheddar,SunChips,1,13.8100004196167,12.789999961853,0,Other Carrier Item 80,35.6399993896484,33.0099983215332,USD,19,Rochester,Minnesota,USA,44993,Hospital,0,1019,2025-06-06,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,other carrier,1,33.0099983215332,30.5699996948242,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2p17fr4C,2025-01-05,2025-01-01 17:19:13.0000000,2025-01-01 17:19:13.0000000,0,3,0,17,Afternoon,2,418,2025-01-01 17:19:13.0000000,0,15,Coffee,Hot coffee,100015,hot beverage,Food,Active,Lemonade,Lemonade,Lemonade,2,8.18000030517578,7.57000017166138,0,Coffee,27.7399997711182,25.6900005340576,USD,14,Scottsdale,Arizona,USA,91070,Walmart,0,1014,2025-01-01,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,hot beverage,1,25.6900005340576,23.7800006866455,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
bHEav6Nm,2025-08-17,2025-08-11 17:47:10.0000000,2025-04-18 12:52:27.0000000,115,3,0,17,Afternoon,0,419,2025-08-11 17:47:10.0000000,0,34,Muffin Melt Item 34,muffin melt description,100034,muffin melt,Food,Active,Doritos Nacho,Doritos Nacho,Doritos,1,7.6399998664856,7.07000017166138,0,Muffin Melt Item 34,31.5200004577637,29.1900005340576,USD,22,Memphis,Tennessee,USA,93886,Hospital,0,1022,2025-08-11,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,muffin melt,1,29.1900005340576,27.0300006866455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
5ETbB8Pk,2025-09-07,2025-09-03 14:53:54.0000000,2025-06-07 13:08:14.0000000,88,2,0,14,Lunch,2,420,2025-09-03 14:53:54.0000000,0,112,Mdp Pizza Item 112,mdp pizza description,100112,mdp pizza,Food,Active,Doritos Nacho,Doritos Nacho,Doritos,1,8.14999961853027,7.55000019073486,0,Mdp Pizza Item 112,45.0099983215332,41.6699981689453,USD,3,Harrisburg,Pennsylvania,USA,81482,Traditional,0,1003,2025-09-03,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,mdp pizza,1,41.6699981689453,38.5800018310547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
zLhww2DN,2024-12-29,2024-12-25 12:58:16.0000000,2024-11-18 17:27:29.0000000,37,5,0,12,Lunch,2,421,2024-12-25 12:58:16.0000000,0,35,Returnable Items Item 35,returnable items description,100035,returnable items,Food,Active,Baked Lays,Baked Lays,BakedLays,2,21.5400009155273,19.9400005340576,0,Returnable Items Item 35,46.4300003051758,42.9900016784668,USD,17,Columbus,Ohio,USA,59823,Airport,4.71999979019165,1017,2024-12-25,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,returnable items,1,42.9900016784668,39.7999992370605,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P1jF7TsG,2025-09-07,2025-09-05 10:57:52.0000000,2025-04-16 15:36:55.0000000,142,2,0,10,Morning,4,422,2025-09-05 10:57:52.0000000,0,10,Fountain Drink Medium,Fountain soda,100010,fountain,Food,Active,Coke,Coca-Cola,Coke,1,4.1100001335144,3.80999994277954,0,Fountain Drink Medium,23.2099990844727,21.4899997711182,USD,21,Green Bay,Wisconsin,USA,42087,Mall,0,1021,2025-09-05,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,fountain,1,21.4899997711182,19.8999996185303,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bHEav6Nm,2025-08-17,2025-08-13 14:54:08.0000000,2025-04-18 12:52:27.0000000,117,3,0,14,Lunch,2,423,2025-08-13 14:54:08.0000000,0,58,Other Misc Item 58,other misc description,100058,other misc,Food,Active,Italian Herbs & Cheese,Italian Herbs & Cheese,IHC,1,6.57000017166138,6.07999992370605,0,Other Misc Item 58,32.3300018310547,29.9300003051758,USD,23,Fort Wayne,Indiana,USA,52504,Walmart,0,1023,2025-08-13,3,Free Cookie with Footlong,Free cookie with any footlong,Cookie Promo,10003,0,0,1,0,0,other misc,1,29.9300003051758,27.7099990844727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
lFcfdoMo,2025-02-02,2025-01-27 13:14:40.0000000,2024-11-16 10:04:30.0000000,72,3,0,13,Lunch,0,424,2025-01-27 13:14:40.0000000,0,12,Pizza Slice,Cheese pizza,100012,pizza,Food,Active,Italian Bread,Italian Bread,Italian,1,10.5100002288818,9.72999954223633,0,Pizza Slice,23.3500003814697,21.6200008392334,USD,7,Baltimore,Maryland,USA,68878,University,0,1007,2025-01-27,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,pizza,1,21.6200008392334,20.0200004577637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
JP8RvqW0,2025-07-13,2025-07-08 11:21:37.0000000,2025-05-25 10:59:42.0000000,44,3,0,11,Lunch,1,425,2025-07-08 11:21:37.0000000,0,46,Salad Item 46,salad description,100046,salad,Food,Active,Gluten-Free,Gluten-Free,GF,1,13.7600002288818,12.7399997711182,0,Salad Item 46,32.8499984741211,30.4200000762939,USD,24,Louisville,Kentucky,USA,40021,Walmart,3.50999999046326,1024,2025-07-08,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,salad,1,30.4200000762939,28.1700000762939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
KpK12yR5,2025-02-16,2025-02-16 16:37:40.0000000,2025-02-16 16:37:40.0000000,0,2,0,16,Afternoon,6,426,2025-02-16 16:37:40.0000000,0,42,Mdp Pizza Item 42,mdp pizza description,100042,mdp pizza,Food,Active,M&M Cookie,M&M Cookie,MMCookie,2,22.2000007629395,20.5599994659424,0,Mdp Pizza Item 42,41.939998626709,38.8300018310547,USD,21,Green Bay,Wisconsin,USA,42087,Mall,0,1021,2025-02-16,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,mdp pizza,1,38.8300018310547,35.9599990844727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
eR3pzh84,2025-06-08,2025-06-02 14:52:02.0000000,2025-06-02 14:52:02.0000000,0,1,1,14,Lunch,0,427,2025-06-02 14:52:02.0000000,0,21,Wrap Item 21,wrap description,100021,wrap,Food,Active,Gluten-Free,Gluten-Free,GF,1,2.74000000953674,2.53999996185303,0,Wrap Item 21,41.4099998474121,38.3400001525879,USD,17,Columbus,Ohio,USA,59823,Airport,0,1017,2025-06-02,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,wrap,1,38.3400001525879,35.5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lE5NMc4Y,2025-01-05,2024-12-31 12:22:24.0000000,2024-12-31 12:22:24.0000000,0,2,0,12,Lunch,1,428,2024-12-31 12:22:24.0000000,0,13,Soup Cup,Tomato soup,100013,soups,Food,Active,Lemonade,Lemonade,Lemonade,1,8.52999973297119,7.90000009536743,0,Soup Cup,39.7799987792969,36.8300018310547,USD,10,Houston,Texas,USA,22156,Gas Station,0,1010,2024-12-31,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,soups,1,36.8300018310547,34.0999984741211,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PfTganEe,2024-12-08,2024-12-02 11:28:18.0000000,2024-09-28 14:41:44.0000000,65,2,0,11,Lunch,0,429,2024-12-02 11:28:18.0000000,0,81,Cookies Item 81,cookies description,100081,cookies,Food,Active,SunChips Cheddar,SunChips Harvest Cheddar,SunChips,2,15.4200000762939,14.2799997329712,0,Cookies Item 81,55.1300010681152,51.0499992370605,USD,17,Columbus,Ohio,USA,59823,Airport,3.75999999046326,1017,2024-12-02,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,cookies,1,51.0499992370605,47.2700004577637,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
IToGJ1QZ,2025-05-25,2025-05-20 16:16:24.0000000,2024-09-26 12:28:21.0000000,236,2,0,16,Afternoon,1,430,2025-05-20 16:16:24.0000000,0,83,Mdp Pizza Item 83,mdp pizza description,100083,mdp pizza,Food,Active,Doritos Nacho,Doritos Nacho,Doritos,1,7.86999988555908,7.28999996185303,0,Mdp Pizza Item 83,49.1599998474121,45.5200004577637,USD,7,Baltimore,Maryland,USA,68878,University,0,1007,2025-05-20,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,mdp pizza,1,45.5200004577637,42.1500015258789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
5gGUNhsh,2024-10-27,2024-10-24 14:05:12.0000000,2024-10-24 14:05:12.0000000,0,3,0,14,Lunch,3,431,2024-10-24 14:05:12.0000000,0,116,Muffin Melt Item 116,muffin melt description,100116,muffin melt,Food,Active,Oatmeal Raisin,Oatmeal Raisin Cookie,Oatmeal,1,10.7200002670288,9.93000030517578,0,Muffin Melt Item 116,36.810001373291,34.0800018310547,USD,14,Scottsdale,Arizona,USA,91070,Walmart,0,1014,2024-10-24,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,muffin melt,1,34.0800018310547,31.5599994659424,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
